level1_code,level1,level2_code,level2,manufacturing_other-manufacturing,mineral-extraction_rock-quarrying,agriculture_other-agricultural-soil-emissions,buildings_non-residential-onsite-fuel-usage,buildings_residential-onsite-fuel-usage,transportation_road-transportation-passenger,transportation_road-transportation-freight,transportation_railways,transportation_domestic-shipping,waste_solid-waste-disposal
30,和歌山県,30390,印南町,63 ,1 ,6 ,5 ,9 ,7 ,13 ,0 ,0 ,1 
30,和歌山県,30391,みなべ町,83 ,1 ,3 ,9 ,13 ,10 ,24 ,1 ,0 ,0 
30,和歌山県,30392,日高川町,56 ,1 ,10 ,6 ,11 ,8 ,16 ,1 ,0 ,1 
30,和歌山県,30401,白浜町,19 ,1 ,5 ,29 ,30 ,18 ,18 ,1 ,0 ,3 
30,和歌山県,30404,上富田町,72 ,1 ,3 ,14 ,20 ,14 ,17 ,1 ,0 ,0 
30,和歌山県,30406,すさみ町,9 ,0 ,1 ,3 ,6 ,3 ,5 ,0 ,0 ,1 
30,和歌山県,30421,那智勝浦町,4 ,1 ,2 ,18 ,20 ,12 ,13 ,1 ,2 ,3 
30,和歌山県,30422,太地町,1 ,0 ,3 ,2 ,4 ,2 ,2 ,0 ,0 ,0 
30,和歌山県,30424,古座川町,1 ,0 ,3 ,2 ,4 ,2 ,4 ,0 ,0 ,0 
30,和歌山県,30427,北山村,0 ,0 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,0 
30,和歌山県,30428,串本町,8 ,1 ,10 ,16 ,22 ,12 ,14 ,1 ,1 ,2 
31,鳥取県,31201,鳥取市,250 ,12 ,40 ,318 ,315 ,170 ,143 ,11 ,1 ,18 
31,鳥取県,31202,米子市,138 ,11 ,14 ,258 ,264 ,137 ,108 ,9 ,0 ,20 
31,鳥取県,31203,倉吉市,84 ,4 ,18 ,83 ,79 ,42 ,46 ,3 ,0 ,6 
31,鳥取県,31204,境港市,68 ,1 ,28 ,47 ,59 ,31 ,26 ,2 ,9 ,0 
31,鳥取県,31302,岩美町,14 ,1 ,11 ,8 ,17 ,10 ,10 ,1 ,0 ,1 
31,鳥取県,31325,若桜町,2 ,0 ,1 ,3 ,5 ,3 ,3 ,0 ,0 ,0 
31,鳥取県,31328,智頭町,6 ,0 ,5 ,7 ,10 ,6 ,8 ,0 ,0 ,1 
31,鳥取県,31329,八頭町,4 ,1 ,10 ,12 ,24 ,15 ,17 ,1 ,0 ,1 
31,鳥取県,31364,三朝町,2 ,0 ,1 ,8 ,10 ,5 ,6 ,0 ,0 ,1 
31,鳥取県,31370,湯梨浜町,4 ,1 ,4 ,15 ,25 ,15 ,15 ,1 ,0 ,2 
31,鳥取県,31371,琴浦町,38 ,2 ,10 ,16 ,25 ,15 ,21 ,1 ,0 ,2 
31,鳥取県,31372,北栄町,5 ,1 ,9 ,14 ,21 ,14 ,22 ,1 ,0 ,1 
31,鳥取県,31384,日吉津村,2 ,1 ,1 ,9 ,5 ,3 ,3 ,0 ,0 ,0 
31,鳥取県,31386,大山町,13 ,1 ,11 ,13 ,22 ,14 ,23 ,1 ,0 ,0 
31,鳥取県,31389,南部町,38 ,1 ,5 ,9 ,15 ,10 ,11 ,1 ,0 ,1 
31,鳥取県,31390,伯耆町,7 ,0 ,5 ,11 ,15 ,10 ,11 ,1 ,0 ,1 
31,鳥取県,31401,日南町,2 ,1 ,11 ,5 ,7 ,4 ,8 ,0 ,0 ,0 
31,鳥取県,31402,日野町,1 ,0 ,3 ,5 ,5 ,3 ,4 ,0 ,0 ,0 
31,鳥取県,31403,江府町,4 ,0 ,1 ,3 ,4 ,2 ,5 ,0 ,0 ,0 
32,島根県,32201,松江市,163 ,19 ,29 ,424 ,412 ,179 ,133 ,12 ,19 ,29 
32,島根県,32202,浜田市,77 ,5 ,25 ,102 ,115 ,45 ,50 ,3 ,5 ,4 
32,島根県,32203,出雲市,599 ,16 ,64 ,296 ,311 ,164 ,135 ,10 ,1 ,22 
32,島根県,32204,益田市,52 ,5 ,24 ,76 ,95 ,39 ,43 ,3 ,0 ,4 
32,島根県,32205,大田市,72 ,3 ,18 ,50 ,70 ,30 ,31 ,2 ,0 ,0 
32,島根県,32206,安来市,198 ,3 ,21 ,48 ,64 ,34 ,38 ,2 ,0 ,0 
32,島根県,32207,江津市,59 ,2 ,7 ,33 ,50 ,20 ,18 ,1 ,1 ,2 
32,島根県,32209,雲南市,102 ,3 ,22 ,48 ,61 ,34 ,41 ,2 ,0 ,0 
32,島根県,32343,奥出雲町,29 ,1 ,19 ,15 ,21 ,10 ,16 ,1 ,0 ,1 
32,島根県,32386,飯南町,10 ,1 ,9 ,8 ,9 ,4 ,7 ,0 ,0 ,0 
32,島根県,32441,川本町,1 ,1 ,3 ,7 ,7 ,3 ,5 ,0 ,0 ,1 
32,島根県,32448,美郷町,1 ,1 ,5 ,5 ,9 ,4 ,6 ,0 ,0 ,1 
32,島根県,32449,邑南町,10 ,1 ,10 ,16 ,21 ,8 ,14 ,1 ,0 ,2 
32,島根県,32501,津和野町,1 ,1 ,6 ,9 ,15 ,6 ,8 ,0 ,0 ,1 
32,島根県,32505,吉賀町,15 ,1 ,5 ,9 ,14 ,5 ,8 ,0 ,0 ,0 
32,島根県,32525,海士町,0 ,0 ,2 ,4 ,6 ,2 ,4 ,0 ,0 ,0 
32,島根県,32526,西ノ島町,0 ,0 ,3 ,5 ,7 ,2 ,4 ,0 ,24 ,0 
32,島根県,32527,知夫村,0 ,0 ,0 ,1 ,2 ,0 ,1 ,0 ,11 ,0 
32,島根県,32528,隠岐の島町,1 ,2 ,16 ,22 ,32 ,11 ,20 ,1 ,16 ,2 
33,岡山県,33100,岡山市,"3,432 ",59 ,30 ,"1,269 ","1,077 ",623 ,475 ,41 ,11 ,89 
33,岡山県,33202,倉敷市,"17,713 ",40 ,9 ,638 ,695 ,443 ,319 ,28 ,150 ,59 
33,岡山県,33203,津山市,647 ,7 ,10 ,149 ,146 ,98 ,100 ,6 ,0 ,10 
33,岡山県,33204,玉野市,"1,012 ",3 ,1 ,58 ,86 ,53 ,34 ,3 ,87 ,6 
33,岡山県,33205,笠岡市,672 ,3 ,16 ,55 ,70 ,42 ,38 ,3 ,11 ,6 
33,岡山県,33207,井原市,473 ,2 ,2 ,38 ,53 ,36 ,39 ,2 ,0 ,5 
33,岡山県,33208,総社市,763 ,3 ,4 ,68 ,93 ,63 ,50 ,4 ,0 ,10 
33,岡山県,33209,高梁市,386 ,3 ,6 ,40 ,44 ,25 ,38 ,2 ,0 ,4 
33,岡山県,33210,新見市,289 ,2 ,8 ,34 ,40 ,25 ,38 ,2 ,0 ,3 
33,岡山県,33211,備前市,716 ,2 ,2 ,43 ,49 ,31 ,31 ,2 ,11 ,3 
33,岡山県,33212,瀬戸内市,528 ,1 ,12 ,44 ,51 ,34 ,33 ,2 ,0 ,4 
33,岡山県,33213,赤磐市,303 ,2 ,4 ,38 ,60 ,41 ,35 ,3 ,0 ,6 
33,岡山県,33214,真庭市,455 ,4 ,7 ,52 ,56 ,41 ,58 ,3 ,0 ,5 
33,岡山県,33215,美作市,185 ,2 ,5 ,30 ,39 ,26 ,37 ,2 ,0 ,3 
33,岡山県,33216,浅口市,197 ,1 ,0 ,27 ,46 ,31 ,23 ,2 ,0 ,4 
33,岡山県,33346,和気町,120 ,1 ,3 ,14 ,20 ,13 ,16 ,1 ,0 ,1 
33,岡山県,33423,早島町,47 ,1 ,0 ,30 ,16 ,12 ,13 ,1 ,0 ,0 
33,岡山県,33445,里庄町,289 ,0 ,0 ,9 ,15 ,10 ,6 ,1 ,0 ,1 
33,岡山県,33461,矢掛町,145 ,1 ,7 ,12 ,17 ,13 ,16 ,1 ,0 ,1 
33,岡山県,33586,新庄村,0 ,0 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,0 
33,岡山県,33606,鏡野町,84 ,1 ,7 ,17 ,18 ,12 ,18 ,1 ,0 ,1 
33,岡山県,33622,勝央町,522 ,1 ,1 ,12 ,15 ,11 ,14 ,1 ,0 ,1 
33,岡山県,33623,奈義町,124 ,1 ,5 ,7 ,8 ,5 ,8 ,0 ,0 ,1 
33,岡山県,33643,西粟倉村,0 ,0 ,0 ,1 ,2 ,1 ,2 ,0 ,0 ,0 
33,岡山県,33663,久米南町,36 ,0 ,1 ,4 ,7 ,4 ,6 ,0 ,0 ,0 
33,岡山県,33666,美咲町,137 ,1 ,6 ,12 ,19 ,13 ,19 ,1 ,0 ,1 
33,岡山県,33681,吉備中央町,172 ,1 ,4 ,12 ,17 ,10 ,18 ,1 ,0 ,2 
34,広島県,34100,広島市,"6,964 ",91 ,22 ,"2,205 ","1,811 ",809 ,499 ,70 ,24 ,102 
34,広島県,34202,呉市,"2,214 ",9 ,11 ,298 ,333 ,154 ,101 ,12 ,77 ,33 
34,広島県,34203,竹原市,201 ,2 ,4 ,33 ,38 ,21 ,18 ,1 ,36 ,2 
34,広島県,34204,三原市,925 ,5 ,23 ,122 ,135 ,78 ,67 ,5 ,13 ,12 
34,広島県,34205,尾道市,"1,296 ",8 ,7 ,184 ,200 ,110 ,96 ,8 ,94 ,18 
34,広島県,34207,福山市,"4,903 ",32 ,13 ,695 ,670 ,420 ,309 ,27 ,48 ,16 
34,広島県,34208,府中市,489 ,2 ,5 ,48 ,53 ,34 ,32 ,2 ,0 ,0 
34,広島県,34209,三次市,265 ,4 ,24 ,77 ,73 ,49 ,63 ,3 ,0 ,4 
34,広島県,34210,庄原市,116 ,2 ,25 ,50 ,47 ,30 ,49 ,2 ,0 ,2 
34,広島県,34211,大竹市,594 ,1 ,1 ,36 ,40 ,20 ,15 ,2 ,6 ,0 
34,広島県,34212,東広島市,"2,556 ",8 ,24 ,294 ,282 ,173 ,134 ,11 ,12 ,11 
34,広島県,34213,廿日市市,489 ,5 ,9 ,156 ,166 ,91 ,62 ,7 ,90 ,14 
34,広島県,34214,安芸高田市,267 ,2 ,21 ,36 ,42 ,26 ,36 ,2 ,0 ,3 
34,広島県,34215,江田島市,48 ,1 ,9 ,29 ,37 ,17 ,19 ,1 ,71 ,0 
34,広島県,34302,府中町,"1,601 ",2 ,0 ,56 ,75 ,33 ,13 ,3 ,0 ,5 
34,広島県,34304,海田町,211 ,1 ,0 ,48 ,44 ,21 ,12 ,2 ,24 ,3 
34,広島県,34307,熊野町,56 ,1 ,0 ,17 ,33 ,21 ,13 ,1 ,0 ,2 
34,広島県,34309,坂町,238 ,1 ,1 ,30 ,18 ,10 ,10 ,1 ,24 ,1 
34,広島県,34368,安芸太田町,7 ,1 ,3 ,9 ,10 ,5 ,9 ,0 ,0 ,0 
34,広島県,34369,北広島町,355 ,1 ,23 ,23 ,26 ,16 ,29 ,1 ,0 ,2 
34,広島県,34431,大崎上島町,232 ,1 ,2 ,11 ,13 ,5 ,8 ,0 ,41 ,4 
34,広島県,34462,世羅町,29 ,1 ,29 ,19 ,21 ,14 ,24 ,1 ,0 ,0 
34,広島県,34545,神石高原町,39 ,1 ,8 ,9 ,12 ,8 ,16 ,0 ,0 ,0 
35,山口県,35201,下関市,"1,778 ",17 ,32 ,371 ,498 ,211 ,150 ,15 ,19 ,37 
35,山口県,35202,宇部市,"1,005 ",13 ,7 ,234 ,309 ,148 ,105 ,9 ,75 ,17 
35,山口県,35203,山口市,923 ,16 ,38 ,349 ,350 ,183 ,143 ,11 ,0 ,23 
35,山口県,35204,萩市,50 ,4 ,22 ,67 ,88 ,37 ,42 ,3 ,6 ,5 
35,山口県,35206,防府市,"2,399 ",8 ,5 ,152 ,218 ,105 ,73 ,7 ,12 ,9 
35,山口県,35207,下松市,"1,013 ",5 ,2 ,72 ,103 ,52 ,51 ,3 ,36 ,4 
35,山口県,35208,岩国市,921 ,13 ,9 ,174 ,252 ,110 ,102 ,8 ,20 ,7 
35,山口県,35210,光市,"2,063 ",3 ,3 ,55 ,91 ,45 ,28 ,3 ,36 ,3 
35,山口県,35211,長門市,143 ,2 ,12 ,43 ,60 ,28 ,30 ,2 ,0 ,4 
35,山口県,35212,柳井市,85 ,3 ,6 ,51 ,59 ,27 ,26 ,2 ,16 ,3 
35,山口県,35213,美祢市,210 ,3 ,22 ,29 ,41 ,23 ,29 ,1 ,0 ,0 
35,山口県,35215,周南市,"4,133 ",16 ,6 ,218 ,263 ,122 ,106 ,8 ,36 ,8 
35,山口県,35216,山陽小野田市,"2,739 ",5 ,14 ,72 ,112 ,56 ,37 ,4 ,11 ,6 
35,山口県,35305,周防大島町,9 ,1 ,1 ,17 ,32 ,11 ,17 ,1 ,5 ,1 
35,山口県,35321,和木町,"1,693 ",1 ,0 ,7 ,10 ,5 ,3 ,0 ,20 ,0 
35,山口県,35341,上関町,0 ,0 ,0 ,3 ,5 ,2 ,2 ,0 ,1 ,0 
35,山口県,35343,田布施町,131 ,1 ,1 ,12 ,27 ,14 ,12 ,1 ,0 ,1 
35,山口県,35344,平生町,88 ,1 ,0 ,14 ,21 ,11 ,9 ,1 ,1 ,1 
35,山口県,35502,阿武町,9 ,0 ,7 ,3 ,6 ,2 ,3 ,0 ,0 ,1 
36,徳島県,36201,徳島市,330 ,16 ,21 ,434 ,343 ,222 ,165 ,15 ,46 ,19 
36,徳島県,36202,鳴門市,165 ,2 ,7 ,62 ,74 ,52 ,41 ,3 ,4 ,6 
36,徳島県,36203,小松島市,48 ,1 ,16 ,45 ,48 ,34 ,29 ,2 ,46 ,4 
36,徳島県,36204,阿南市,404 ,5 ,11 ,71 ,88 ,67 ,66 ,4 ,7 ,4 
36,徳島県,36205,吉野川市,34 ,2 ,4 ,43 ,50 ,37 ,36 ,2 ,0 ,7 
36,徳島県,36206,阿波市,39 ,2 ,14 ,25 ,43 ,35 ,47 ,2 ,0 ,7 
36,徳島県,36207,美馬市,29 ,2 ,6 ,29 ,35 ,27 ,35 ,2 ,0 ,4 
36,徳島県,36208,三好市,20 ,2 ,8 ,30 ,34 ,22 ,30 ,1 ,0 ,3 
36,徳島県,36301,勝浦町,11 ,1 ,2 ,4 ,6 ,4 ,10 ,0 ,0 ,0 
36,徳島県,36302,上勝町,0 ,0 ,1 ,1 ,2 ,1 ,3 ,0 ,0 ,0 
36,徳島県,36321,佐那河内村,0 ,0 ,0 ,1 ,3 ,2 ,5 ,0 ,0 ,0 
36,徳島県,36341,石井町,24 ,1 ,5 ,24 ,30 ,24 ,21 ,1 ,0 ,2 
36,徳島県,36342,神山町,2 ,0 ,4 ,4 ,7 ,4 ,9 ,0 ,0 ,0 
36,徳島県,36368,那賀町,58 ,1 ,5 ,7 ,10 ,7 ,13 ,0 ,0 ,1 
36,徳島県,36383,牟岐町,1 ,0 ,0 ,5 ,6 ,3 ,3 ,0 ,0 ,0 
36,徳島県,36387,美波町,2 ,0 ,1 ,7 ,9 ,5 ,6 ,0 ,0 ,1 
36,徳島県,36388,海陽町,14 ,1 ,5 ,8 ,13 ,7 ,12 ,1 ,0 ,1 
36,徳島県,36401,松茂町,109 ,1 ,1 ,24 ,19 ,15 ,14 ,1 ,0 ,2 
36,徳島県,36402,北島町,38 ,1 ,1 ,28 ,29 ,22 ,16 ,1 ,0 ,2 
36,徳島県,36403,藍住町,59 ,1 ,2 ,33 ,43 ,34 ,21 ,2 ,0 ,2 
36,徳島県,36404,板野町,136 ,1 ,4 ,15 ,16 ,13 ,15 ,1 ,0 ,2 
36,徳島県,36405,上板町,6 ,0 ,3 ,9 ,14 ,12 ,13 ,1 ,0 ,2 
36,徳島県,36468,つるぎ町,30 ,1 ,1 ,7 ,11 ,7 ,10 ,0 ,0 ,1 
36,徳島県,36489,東みよし町,5 ,1 ,2 ,13 ,18 ,13 ,16 ,1 ,0 ,2 
37,香川県,37201,高松市,361 ,31 ,24 ,612 ,506 ,369 ,270 ,25 ,128 ,29 
37,香川県,37202,丸亀市,189 ,6 ,7 ,106 ,128 ,105 ,75 ,7 ,27 ,20 
37,香川県,37203,坂出市,356 ,4 ,17 ,67 ,62 ,47 ,53 ,3 ,45 ,6 
37,香川県,37204,善通寺市,31 ,1 ,7 ,41 ,37 ,29 ,27 ,2 ,0 ,4 
37,香川県,37205,観音寺市,163 ,3 ,16 ,62 ,64 ,56 ,59 ,3 ,2 ,0 
37,香川県,37206,さぬき市,128 ,2 ,14 ,40 ,52 ,44 ,40 ,3 ,0 ,5 
37,香川県,37207,東かがわ市,126 ,1 ,14 ,23 ,34 ,28 ,26 ,2 ,0 ,4 
37,香川県,37208,三豊市,244 ,3 ,22 ,50 ,65 ,61 ,77 ,4 ,3 ,0 
37,香川県,37322,土庄町,27 ,1 ,4 ,14 ,16 ,11 ,15 ,1 ,73 ,1 
37,香川県,37324,小豆島町,30 ,1 ,1 ,14 ,17 ,12 ,15 ,1 ,63 ,2 
37,香川県,37341,三木町,24 ,2 ,10 ,22 ,30 ,25 ,23 ,2 ,0 ,3 
37,香川県,37364,直島町,504 ,0 ,3 ,5 ,4 ,2 ,3 ,0 ,53 ,1 
37,香川県,37386,宇多津町,35 ,1 ,0 ,25 ,22 ,17 ,11 ,1 ,0 ,2 
37,香川県,37387,綾川町,50 ,1 ,10 ,25 ,25 ,23 ,27 ,1 ,0 ,0 
37,香川県,37403,琴平町,5 ,0 ,1 ,11 ,10 ,8 ,7 ,0 ,0 ,2 
37,香川県,37404,多度津町,105 ,1 ,5 ,16 ,26 ,21 ,15 ,1 ,3 ,3 
37,香川県,37406,まんのう町,41 ,1 ,9 ,12 ,19 ,17 ,23 ,1 ,0 ,2 
38,愛媛県,38201,松山市,751 ,26 ,24 ,658 ,650 ,388 ,280 ,30 ,97 ,42 
38,愛媛県,38202,今治市,"1,628 ",10 ,25 ,163 ,194 ,131 ,129 ,9 ,29 ,21 
38,愛媛県,38203,宇和島市,79 ,4 ,48 ,82 ,90 ,56 ,72 ,4 ,4 ,8 
38,愛媛県,38204,八幡浜市,67 ,2 ,11 ,36 ,40 ,23 ,31 ,2 ,109 ,6 
38,愛媛県,38205,新居浜市,"1,854 ",9 ,4 ,133 ,147 ,102 ,89 ,7 ,77 ,16 
38,愛媛県,38206,西条市,"1,659 ",7 ,36 ,95 ,130 ,95 ,98 ,6 ,38 ,11 
38,愛媛県,38207,大洲市,63 ,3 ,18 ,47 ,50 ,36 ,49 ,2 ,2 ,7 
38,愛媛県,38210,伊予市,122 ,2 ,8 ,29 ,41 ,30 ,35 ,2 ,1 ,2 
38,愛媛県,38213,四国中央市,"1,040 ",5 ,8 ,82 ,99 ,78 ,84 ,5 ,26 ,13 
38,愛媛県,38214,西予市,36 ,2 ,20 ,34 ,45 ,29 ,47 ,2 ,0 ,0 
38,愛媛県,38215,東温市,111 ,1 ,10 ,47 ,40 ,29 ,33 ,2 ,0 ,0 
38,愛媛県,38356,上島町,39 ,0 ,2 ,5 ,10 ,4 ,6 ,0 ,48 ,1 
38,愛媛県,38386,久万高原町,4 ,1 ,7 ,8 ,11 ,7 ,14 ,0 ,0 ,0 
38,愛媛県,38401,松前町,166 ,2 ,7 ,29 ,35 ,24 ,23 ,2 ,1 ,2 
38,愛媛県,38402,砥部町,32 ,1 ,2 ,18 ,24 ,17 ,20 ,1 ,0 ,0 
38,愛媛県,38422,内子町,26 ,1 ,9 ,12 ,18 ,13 ,21 ,1 ,0 ,1 
38,愛媛県,38442,伊方町,7 ,2 ,6 ,8 ,11 ,6 ,11 ,0 ,24 ,0 
38,愛媛県,38484,松野町,5 ,0 ,2 ,3 ,5 ,3 ,5 ,0 ,0 ,1 
38,愛媛県,38488,鬼北町,7 ,1 ,5 ,8 ,12 ,8 ,13 ,1 ,0 ,2 
38,愛媛県,38506,愛南町,7 ,1 ,30 ,17 ,26 ,17 ,20 ,1 ,0 ,3 
39,高知県,39201,高知市,526 ,35 ,30 ,437 ,370 ,261 ,196 ,19 ,15 ,45 
39,高知県,39202,室戸市,37 ,1 ,11 ,9 ,16 ,10 ,13 ,1 ,0 ,2 
39,高知県,39203,安芸市,22 ,2 ,10 ,17 ,18 ,13 ,23 ,1 ,0 ,4 
39,高知県,39204,南国市,206 ,3 ,14 ,67 ,51 ,44 ,52 ,3 ,0 ,4 
39,高知県,39205,土佐市,63 ,2 ,13 ,23 ,28 ,23 ,29 ,2 ,0 ,3 
39,高知県,39206,須崎市,201 ,2 ,8 ,24 ,24 ,18 ,24 ,1 ,49 ,0 
39,高知県,39208,宿毛市,39 ,2 ,13 ,21 ,22 ,18 ,23 ,1 ,1 ,3 
39,高知県,39209,土佐清水市,12 ,1 ,9 ,11 ,16 ,10 ,12 ,1 ,0 ,2 
39,高知県,39210,四万十市,31 ,4 ,13 ,45 ,37 ,31 ,42 ,2 ,0 ,4 
39,高知県,39211,香南市,94 ,2 ,7 ,26 ,35 ,29 ,27 ,2 ,0 ,3 
39,高知県,39212,香美市,103 ,1 ,14 ,24 ,30 ,21 ,25 ,1 ,0 ,3 
39,高知県,39301,東洋町,0 ,0 ,3 ,2 ,3 ,2 ,4 ,0 ,0 ,1 
39,高知県,39302,奈半利町,8 ,0 ,1 ,3 ,4 ,2 ,4 ,0 ,0 ,1 
39,高知県,39303,田野町,3 ,0 ,0 ,3 ,3 ,2 ,3 ,0 ,0 ,1 
39,高知県,39304,安田町,3 ,0 ,3 ,1 ,3 ,2 ,4 ,0 ,0 ,0 
39,高知県,39305,北川村,0 ,0 ,2 ,1 ,1 ,1 ,3 ,0 ,0 ,0 
39,高知県,39306,馬路村,9 ,0 ,2 ,1 ,1 ,1 ,2 ,0 ,0 ,0 
39,高知県,39307,芸西村,0 ,0 ,4 ,4 ,4 ,3 ,5 ,0 ,0 ,1 
39,高知県,39341,本山町,3 ,0 ,5 ,4 ,4 ,3 ,6 ,0 ,0 ,0 
39,高知県,39344,大豊町,16 ,1 ,5 ,3 ,4 ,3 ,7 ,0 ,0 ,0 
39,高知県,39363,土佐町,3 ,0 ,6 ,3 ,4 ,3 ,8 ,0 ,0 ,1 
39,高知県,39364,大川村,0 ,0 ,2 ,0 ,0 ,0 ,1 ,0 ,0 ,0 
39,高知県,39386,いの町,72 ,2 ,8 ,19 ,23 ,19 ,20 ,1 ,0 ,2 
39,高知県,39387,仁淀川町,8 ,1 ,5 ,4 ,6 ,4 ,9 ,0 ,0 ,1 
39,高知県,39401,中土佐町,5 ,1 ,2 ,5 ,7 ,5 ,7 ,0 ,0 ,0 
39,高知県,39402,佐川町,10 ,1 ,2 ,10 ,14 ,11 ,15 ,1 ,0 ,1 
39,高知県,39403,越知町,7 ,1 ,3 ,5 ,6 ,4 ,8 ,0 ,0 ,1 
39,高知県,39405,梼原町,10 ,1 ,2 ,3 ,4 ,3 ,6 ,0 ,0 ,0 
39,高知県,39410,日高村,29 ,1 ,1 ,4 ,6 ,5 ,6 ,0 ,0 ,1 
39,高知県,39411,津野町,7 ,1 ,2 ,3 ,6 ,5 ,8 ,0 ,0 ,0 
39,高知県,39412,四万十町,21 ,2 ,28 ,15 ,18 ,14 ,26 ,1 ,0 ,3 
39,高知県,39424,大月町,1 ,0 ,11 ,3 ,6 ,4 ,7 ,0 ,1 ,1 
39,高知県,39427,三原村,0 ,0 ,4 ,1 ,2 ,1 ,3 ,0 ,0 ,0 
39,高知県,39428,黒潮町,10 ,1 ,11 ,7 ,12 ,9 ,13 ,1 ,0 ,1 
40,福岡県,40100,北九州市,"4,185 ",65 ,14 ,"1,312 ","1,120 ",730 ,521 ,55 ,295 ,121 
40,福岡県,40130,福岡市,990 ,123 ,16 ,"3,089 ","1,930 ",931 ,565 ,93 ,117 ,167 
40,福岡県,40202,大牟田市,499 ,7 ,3 ,145 ,128 ,96 ,66 ,6 ,4 ,0 
40,福岡県,40203,久留米市,582 ,16 ,36 ,414 ,322 ,260 ,198 ,18 ,0 ,43 
40,福岡県,40204,直方市,299 ,3 ,2 ,67 ,63 ,52 ,38 ,3 ,0 ,0 
40,福岡県,40205,飯塚市,308 ,7 ,4 ,174 ,145 ,121 ,94 ,7 ,0 ,19 
40,福岡県,40206,田川市,83 ,3 ,2 ,80 ,55 ,46 ,42 ,3 ,0 ,7 
40,福岡県,40207,柳川市,80 ,4 ,7 ,65 ,60 ,59 ,59 ,4 ,0 ,6 
40,福岡県,40210,八女市,141 ,4 ,18 ,73 ,59 ,59 ,81 ,4 ,0 ,8 
40,福岡県,40211,筑後市,330 ,2 ,8 ,53 ,47 ,47 ,38 ,3 ,0 ,6 
40,福岡県,40212,大川市,76 ,1 ,7 ,44 ,32 ,31 ,31 ,2 ,0 ,5 
40,福岡県,40213,行橋市,191 ,2 ,5 ,76 ,78 ,67 ,46 ,4 ,0 ,0 
40,福岡県,40214,豊前市,203 ,1 ,3 ,24 ,27 ,23 ,21 ,1 ,1 ,3 
40,福岡県,40215,中間市,76 ,3 ,0 ,32 ,47 ,35 ,22 ,2 ,0 ,0 
40,福岡県,40216,小郡市,72 ,1 ,3 ,54 ,59 ,48 ,26 ,4 ,0 ,5 
40,福岡県,40217,筑紫野市,48 ,5 ,2 ,112 ,109 ,80 ,44 ,6 ,0 ,8 
40,福岡県,40218,春日市,15 ,4 ,0 ,100 ,116 ,77 ,31 ,7 ,0 ,9 
40,福岡県,40219,大野城市,88 ,7 ,0 ,101 ,106 ,76 ,50 ,6 ,0 ,9 
40,福岡県,40220,宗像市,68 ,2 ,6 ,83 ,102 ,82 ,39 ,6 ,3 ,17 
40,福岡県,40221,太宰府市,40 ,3 ,0 ,65 ,75 ,53 ,30 ,4 ,0 ,7 
40,福岡県,40223,古賀市,361 ,2 ,2 ,63 ,61 ,50 ,39 ,3 ,0 ,8 
40,福岡県,40224,福津市,46 ,2 ,1 ,54 ,68 ,52 ,25 ,4 ,0 ,9 
40,福岡県,40225,うきは市,97 ,2 ,5 ,26 ,26 ,27 ,33 ,2 ,0 ,0 
40,福岡県,40226,宮若市,"1,711 ",1 ,2 ,35 ,30 ,27 ,30 ,2 ,0 ,0 
40,福岡県,40227,嘉麻市,81 ,1 ,3 ,31 ,42 ,36 ,32 ,2 ,0 ,5 
40,福岡県,40228,朝倉市,474 ,3 ,18 ,63 ,50 ,49 ,64 ,3 ,0 ,7 
40,福岡県,40229,みやま市,59 ,2 ,7 ,30 ,33 ,34 ,40 ,2 ,0 ,3 
40,福岡県,40230,糸島市,108 ,4 ,16 ,79 ,104 ,80 ,66 ,6 ,0 ,14 
40,福岡県,40231,那珂川市,30 ,5 ,1 ,45 ,49 ,39 ,31 ,3 ,0 ,6 
40,福岡県,40341,宇美町,88 ,2 ,0 ,38 ,38 ,33 ,29 ,2 ,0 ,0 
40,福岡県,40342,篠栗町,66 ,1 ,1 ,32 ,31 ,25 ,16 ,2 ,0 ,0 
40,福岡県,40343,志免町,48 ,2 ,0 ,51 ,47 ,37 ,27 ,3 ,0 ,0 
40,福岡県,40344,須恵町,93 ,2 ,0 ,26 ,29 ,28 ,26 ,2 ,0 ,0 
40,福岡県,40345,新宮町,141 ,1 ,1 ,47 ,31 ,27 ,23 ,2 ,0 ,5 
40,福岡県,40348,久山町,112 ,1 ,0 ,22 ,9 ,9 ,16 ,1 ,0 ,0 
40,福岡県,40349,粕屋町,78 ,3 ,0 ,70 ,50 ,41 ,39 ,3 ,0 ,0 
40,福岡県,40381,芦屋町,10 ,1 ,0 ,15 ,15 ,12 ,7 ,1 ,0 ,0 
40,福岡県,40382,水巻町,47 ,1 ,0 ,25 ,31 ,25 ,18 ,2 ,0 ,0 
40,福岡県,40383,岡垣町,26 ,1 ,5 ,23 ,33 ,27 ,17 ,2 ,0 ,0 
40,福岡県,40384,遠賀町,44 ,1 ,1 ,20 ,20 ,18 ,16 ,1 ,0 ,0 
40,福岡県,40401,小竹町,46 ,1 ,1 ,7 ,9 ,7 ,8 ,0 ,0 ,0 
40,福岡県,40402,鞍手町,182 ,1 ,1 ,14 ,17 ,15 ,13 ,1 ,0 ,0 
